shopping_id,loja_nome,segmento,cupons,clientes,valor_total,ticket_medio,shopping_sigla,ranking
2,Ri Happy,Infantil,64,54,13823.82,216.0,BS,40
2,Madero,Gastronomia,72,60,13073.44,181.58,BS,41
2,Levi's,Moda,21,21,12959.63,617.13,BS,42
2,iPlace Mobile,Eletrônicos,9,9,12742.97,1415.89,BS,43
2,Boss,Moda,10,7,12577.0,1257.7,BS,44
2,Clifield,Moda,16,14,12298.9,768.68,BS,45
2,Magazine Luiza,Eletrodomésticos,6,6,12294.88,2049.15,BS,46
2,Hering Store,Moda,37,35,11876.0,320.97,BS,47
2,Lupo,Moda,40,38,11789.5,294.74,BS,48
2,Farm,Moda,14,12,11296.09,806.86,BS,49
2,John John Denim,Moda,15,10,11290.64,752.71,BS,50
2,Lojas Americanas,Supermercado,180,109,11285.95,62.7,BS,51
2,Lua Luá,Moda,24,19,10721.3,446.72,BS,52
2,Grandvision by Fototica,Ótica,9,4,10704.4,1189.38,BS,53
2,Camicado,Casa e Decoração,39,34,10316.78,264.53,BS,54
2,Bacio di Latte,Gastronomia,139,90,10267.22,73.86,BS,55
2,Schutz,Calçados,11,11,9427.0,857.0,BS,56
2,Nba Store Balneario Camboriu,Moda,13,12,8933.91,687.22,BS,57
2,Casa Bauducco,Gastronomia,78,57,8904.17,114.16,BS,58
2,Natura,Beleza e Bem-estar,48,43,8781.55,182.95,BS,59
2,Youcom,Moda,25,24,8195.07,327.8,BS,60
2,Vans,Calçados,10,9,8029.83,802.98,BS,61
2,Adcos,Beleza e Bem-estar,19,18,7671.1,403.74,BS,62
2,Artwalk,Calçados,8,8,7583.96,948.0,BS,63
2,MeLinda,Calçados Femininos,42,40,7548.31,179.72,BS,64
2,O Boticário,Beleza e Bem-estar,58,53,7236.74,124.77,BS,65
2,TIM,Telefonia,2,1,7081.84,3540.92,BS,66
2,Vr Collezioni,Moda,2,2,6940.0,3470.0,BS,67
2,Óticas Carol,Ótica,5,4,6395.0,1279.0,BS,68
2,Luz da Lua,Calçados,9,7,6373.1,708.12,BS,69
2,Sandra Duwe,Joalheria,2,2,6283.0,3141.5,BS,70
2,Kipling,Presentes e Acessórios,10,7,6122.6,612.26,BS,71
2,Coach,Moda Feminina,2,2,5886.2,2943.1,BS,72
2,Unizushi,Gastronomia,22,14,5094.77,231.58,BS,73
2,Shoulder,Moda Feminina,4,4,5061.99,1265.5,BS,74
2,Saint Germain,Joalheria,10,9,5021.9,502.19,BS,75
2,Bibi,Infantil,16,13,4856.29,303.52,BS,76
2,Bagaggio,Presentes e Acessórios,5,5,4793.95,958.79,BS,77
2,Calvin Klein,Moda,7,7,4657.0,665.29,BS,78
2,Morana,Presentes e Acessórios,20,19,4603.12,230.16,BS,79
2,Audithorium,Moda,8,8,4595.03,574.38,BS,80
2,Paladare Di Italia,Gastronomia,55,32,4480.6,81.47,BS,81
2,Wepink,Beleza e Bem-estar,38,30,4468.16,117.58,BS,82
2,Mac,Beleza e Bem-estar,12,12,4445.1,370.42,BS,83
2,McDonald's,Gastronomia,84,52,4426.15,52.69,BS,84
2,Ellus,Moda,3,3,4266.85,1422.28,BS,85
2,Vivo,Telefonia,1,1,4234.15,4234.15,BS,86
2,Aramis,Moda,2,2,4083.0,2041.5,BS,87
2,Bottero,Calçados,10,10,4073.7,407.37,BS,88
2,Loungerie,Moda,18,17,4038.19,224.34,BS,89
2,Democrata,Calçados,9,9,4006.65,445.18,BS,90
2,Puket,Moda,16,16,3918.93,244.93,BS,91
2,KFC,Gastronomia,70,55,3780.1,54.0,BS,92
2,Gamelas & Panella´s,Gastronomia,46,29,3732.2,81.13,BS,93
2,Sunglass Hut,Ótica,2,2,3681.5,1840.75,BS,94
2,Stanley,Presentes e Acessórios,12,11,3627.02,302.25,BS,95
2,AJFans Balneário Shopping,Promocional,3,1,3500.0,1166.67,BS,96
2,Tip Top,Infantil,13,12,3295.44,253.5,BS,97
2,Osklen,Moda,8,7,3261.0,407.62,BS,98
2,Samsonite,Presentes e Acessórios,2,2,3235.0,1617.5,BS,99
2,Sinhá Benta,Gastronomia,18,16,3135.8,174.21,BS,100
2,Milon,Infantil,9,9,2975.7,330.63,BS,101
2,Água de coco,Moda Feminina,2,2,2947.0,1473.5,BS,102
2,Havaianas,Calçados,30,30,2909.6,96.99,BS,103
2,Salinas,Moda,5,5,2798.0,559.6,BS,104
2,Richard's,Moda,2,2,2797.0,1398.5,BS,105
2,Pampile,Infantil,7,7,2569.83,367.12,BS,106
2,Colcci,Moda,4,4,2512.0,628.0,BS,107
2,Jcanedo,Moda,5,4,2446.74,489.35,BS,108
2,Swell Poke,Gastronomia,31,23,2402.0,77.48,BS,109
2,Mânoa Acessórios,Presentes e Acessórios,25,23,2374.91,95.0,BS,110
2,Havanna Café,Gastronomia,24,17,2274.05,94.75,BS,111
2,Criamigos,Infantil,10,10,2193.64,219.36,BS,112
2,Usaflex,Calçados,5,5,2157.96,431.59,BS,113
2,Café Cultura,Gastronomia,41,30,2146.02,52.34,BS,114
2,Souq,Moda Feminina,3,3,2043.6,681.2,BS,115
2,Paquetá Esportes,Esportes,6,5,2034.91,339.15,BS,116
2,Swarovski,Joalheria,2,2,1908.0,954.0,BS,117
2,Mini Kalzone,Gastronomia,85,52,1849.1,21.75,BS,118
2,Pizza Hut,Gastronomia,28,22,1803.89,64.42,BS,119
2,Tea Shop,Gastronomia,7,6,1773.18,253.31,BS,120
2,Plié,Moda,8,7,1767.7,220.96,BS,121
2,L'occitane Bresil,Beleza e Bem-estar,10,10,1736.29,173.63,BS,122
2,Rip Curl,Moda,4,3,1729.92,432.48,BS,123
2,MB acessórios,Presentes e Acessórios,11,9,1722.27,156.57,BS,124
2,Quiksilver,Moda,3,3,1638.52,546.17,BS,125
2,De Ville Gourmet,Gastronomia,23,16,1624.46,70.63,BS,126
2,Ugg,Moda Feminina,1,1,1599.0,1599.0,BS,127
2,Monte Carlo Joias,Joalheria,1,1,1598.0,1598.0,BS,128
2,Balneário Shopping - Estacionamento,Serviços,40,37,1485.0,37.12,BS,129
2,Anselmi,Moda Feminina,1,1,1456.0,1456.0,BS,130
2,10 Pastéis,Gastronomia,38,22,1417.65,37.31,BS,131
2,World Tennis,Calçados,6,5,1409.97,235.0,BS,132
2,Giraffa's,Gastronomia,21,18,1397.0,66.52,BS,133
2,Burger King,Gastronomia,26,19,1386.6,53.33,BS,134
2,Camarão Express,Gastronomia,20,14,1360.3,68.02,BS,135
2,Manly,Moda Feminina,4,3,1356.3,339.08,BS,136
2,Pegada,Calçados,3,1,1329.96,443.32,BS,137
2,Sestini,Presentes e Acessórios,2,2,1309.7,654.85,BS,138
2,Lacoste,Moda,3,2,1298.0,432.67,BS,139
2,Beagle,Moda,7,6,1279.44,182.78,BS,140
2,Shantal Grill & Risoto,Gastronomia,9,7,1248.6,138.73,BS,141
2,Subway,Gastronomia,31,23,1237.6,39.92,BS,142
2,Gnc Balneario,Lazer,19,14,1193.0,62.79,BS,143
2,Cores em Cacau,Gastronomia,2,2,1165.2,582.6,BS,144
2,Orientali,Gastronomia,18,14,1158.76,64.38,BS,145
2,Sephora,Beleza e Bem-estar,1,1,1043.16,1043.16,BS,146
2,Duladu,Gastronomia,5,4,1019.7,203.94,BS,147
2,Bonna Panquecas e Massas,Gastronomia,19,13,1019.5,53.66,BS,148
2,Liquori Caffè Gourmet,Gastronomia,22,17,975.0,44.32,BS,149
2,Creamy Skin Care,Beleza e Bem-estar,6,6,879.79,146.63,BS,150
2,Loft,Eletrônicos,3,3,857.9,285.97,BS,151
2,Buddha Spa,Serviços,4,3,838.0,209.5,BS,152
2,Growfit,Gastronomia,8,7,791.5,98.94,BS,153
2,Bondyou,Presentes e Acessórios,8,7,702.1,87.76,BS,154
2,Animale,Moda Feminina,1,1,678.3,678.3,BS,155
2,Valenttina,Moda Feminina,5,4,674.6,134.92,BS,156
2,Fun Case,Eletrônicos,3,3,673.0,224.33,BS,157
2,"Quem disse, Berenice?",Beleza e Bem-estar,12,11,664.35,55.36,BS,158
2,Bread Pide,Gastronomia,15,14,660.29,44.02,BS,159
2,Mr. Cheff,Gastronomia,11,5,486.88,44.26,BS,160
2,Pecorino,Gastronomia,2,2,450.87,225.44,BS,161
2,Patbo,Moda Feminina,1,1,375.0,375.0,BS,162
2,Jah Açaí,Gastronomia,11,7,318.5,28.95,BS,163
2,Riachuelo,Moda,1,1,299.94,299.94,BS,164
2,Bob's,Gastronomia,12,10,292.8,24.4,BS,165
2,Los Mariachis,Gastronomia,4,1,223.0,55.75,BS,166
2,Chilli Beans,Ótica,1,1,199.98,199.98,BS,167
2,Clube Melissa,Calçados,2,2,190.9,95.45,BS,168
2,Acium,Presentes e Acessórios,1,1,184.81,184.81,BS,169
2,Nutty Bavarian,Gastronomia,4,4,174.0,43.5,BS,170
2,Milky moo,Gastronomia,2,2,141.0,70.5,BS,171
2,Juistreet,Gastronomia,3,2,98.8,32.93,BS,172
2,Roasted Potato & Suco Bagaço,Gastronomia,9,8,92.0,10.22,BS,173
3,Renner,Moda,435,313,116534.4,267.9,NK,1
3,Centauro,Esportes,190,155,71705.76,377.4,NK,2
3,Shoulder,Moda Feminina,64,53,66924.55,1045.7,NK,3
3,Havan,Casa e Decoração,267,213,65560.05,245.54,NK,4
3,Riachuelo,Moda,235,194,59298.52,252.33,NK,5
3,Joalheria Baier,Joalheria,5,5,55742.2,11148.44,NK,6
3,Vivara,Joalheria,28,27,44463.37,1587.98,NK,7
3,Lindt,Gastronomia,206,163,42800.2,207.77,NK,8
3,Óticas Carol,Ótica,22,21,42360.69,1925.49,NK,9
3,Brooksfield,Moda,29,25,41356.42,1426.08,NK,10
3,Cacau Show,Gastronomia,260,203,39099.61,150.38,NK,11
3,LOJAS AMERICANAS,Eletrodomésticos,482,300,32283.97,66.98,NK,12
3,Le Lis,Moda,22,18,28659.41,1302.7,NK,13
3,Adidas,Esportes,46,41,28586.14,621.44,NK,14
3,Ri Happy,Infantil,136,112,28140.77,206.92,NK,15
3,Livrarias Catarinense,Livrarias,266,204,26420.15,99.32,NK,16
3,Kalunga,Papelaria,263,207,26062.94,99.1,NK,17
3,Cia do Homem,Moda,39,34,25816.2,661.95,NK,18
3,Me.Linda,Beleza e Bem-estar,187,158,25630.96,137.06,NK,19
3,Arezzo,Calçados,51,43,25483.37,499.67,NK,20
3,Idéli.Oui,Beleza e Bem-estar,56,49,25206.79,450.12,NK,21
3,Swarovski,Joalheria,13,13,25091.0,1930.08,NK,22
3,Madero,Gastronomia,139,105,24848.7,178.77,NK,23
3,Luz da Lua,Calçados,31,27,24829.16,800.94,NK,24
3,Avatim,Beleza e Bem-estar,128,118,21186.5,165.52,NK,25
3,Samsung,Eletrônicos,4,3,21091.0,5272.75,NK,26
3,Kopenhagen,Gastronomia,210,140,20769.87,98.9,NK,27
3,Damyller,Moda,28,25,20549.3,733.9,NK,28
3,Panvel Farmácias,Farmácias,184,140,19008.69,103.31,NK,29
3,Hope,Moda,47,39,18339.56,390.2,NK,30
3,Camicado,Casa e Decoração,74,60,17788.85,240.39,NK,31
3,Carter's,Infantil,64,58,17445.89,272.59,NK,32
3,Vivo,Telefonia,3,2,17308.6,5769.53,NK,33
3,Track & Field,Moda,42,34,17141.8,408.14,NK,34
3,Studio Z,Calçados,90,83,16682.45,185.36,NK,35
3,TNG,Moda,31,27,16005.38,516.3,NK,36
3,Bagaggio,Presentes e Acessórios,19,16,15962.58,840.14,NK,37
3,Youcom,Moda,52,43,15753.33,302.95,NK,38
3,Hering Store,Moda,53,49,15464.81,291.79,NK,39
3,JCanedo,Moda,20,18,15455.13,772.76,NK,40
3,Outback Steakhouse,Gastronomia,61,52,15143.36,248.25,NK,41
3,Sinhá Benta Gourmet,Gastronomia,181,107,14801.6,81.78,NK,42
3,Cobasi,Pets,91,73,13911.43,152.87,NK,43
3,Tommy Hilfiger,Moda,20,19,12808.05,640.4,NK,44
3,Aramis,Moda,13,11,12718.11,978.32,NK,45
3,Game Mania,Eletrônicos,5,5,11939.8,2387.96,NK,46
3,Bottero,Calçados,16,16,10841.13,677.57,NK,47
3,Sandra Duwe,Joalheria,4,4,9645.0,2411.25,NK,48
3,Pratafina,Presentes e Acessórios,55,51,9569.0,173.98,NK,49
3,Gondolier,Gastronomia,123,98,9189.54,74.71,NK,50
3,OJO,Ótica,6,6,9160.0,1526.67,NK,51
3,Farm,Moda Feminina,23,20,9119.91,396.52,NK,52
3,Life by Vivara,Joalheria,16,15,9078.0,567.38,NK,53
3,McDonald's,Gastronomia,185,115,9068.81,49.02,NK,54
3,Clube Melissa,Calçados,23,19,8420.13,366.09,NK,55
3,Intimissimi,Moda Feminina,13,12,8101.06,623.16,NK,56
3,Democrata,Calçados,18,16,7887.65,438.2,NK,57
3,Laci Baruffi,Presentes e Acessórios,12,12,7785.45,648.79,NK,58
3,Kings Sneakers,Calçados,10,10,7696.76,769.68,NK,59
3,Kfc,Gastronomia,142,102,7636.57,53.78,NK,60
3,Paquetá,Esportes,24,18,7633.66,318.07,NK,61
3,Lupo,Moda,42,38,7601.1,180.98,NK,62
3,Kombina Felice,Gastronomia - Restaurante,34,27,7438.06,218.77,NK,63
3,Mini Kalzone,Gastronomia,298,164,6788.8,22.78,NK,64
3,LIVE!,Moda,16,16,6771.76,423.24,NK,65
3,Belshop,Beleza e Bem-estar,51,42,6703.07,131.43,NK,66
3,Feng Cheng,Gastronomia,85,63,6418.15,75.51,NK,67
3,Cavezzale,Presentes e Acessórios,16,15,6365.31,397.83,NK,68
3,Natura,Beleza e Bem-estar,52,49,6346.42,122.05,NK,69
3,Anjos Colchões & Sofás,Casa e Decoração,1,1,5899.0,5899.0,NK,70
3,Café Cultura,Gastronomia,140,76,5844.45,41.75,NK,71
3,General Lyy,Moda,19,16,5567.72,293.04,NK,72
3,Mamma Mia Express,Gastronomia,87,60,5564.51,63.96,NK,73
3,Victor Hugo,Presentes e Acessórios,2,2,5561.99,2781.0,NK,74
3,Authentic Feet,Moda,9,9,5440.41,604.49,NK,75
3,Claro,Telefonia,3,2,5236.0,1745.33,NK,76
3,Due Sapori,Gastronomia,83,52,4862.88,58.59,NK,77
3,Ophicina Footwear,Moda,10,9,4782.36,478.24,NK,78
3,Daniela Tombini,Moda,12,7,4717.54,393.13,NK,79
3,TIM,Telefonia,1,1,4487.76,4487.76,NK,80
3,World Tennis,Calçados,10,9,4257.63,425.76,NK,81
3,Freddo,Gastronomia,101,76,4218.0,41.76,NK,82
3,Tech Smart,Eletrônicos,14,14,4198.4,299.89,NK,83
3,Calzedonia,Moda Feminina,17,14,4031.55,237.15,NK,84
3,Burger King,Gastronomia,68,53,3879.95,57.06,NK,85
3,Reserva,Moda,8,8,3538.0,442.25,NK,86
3,WePink,Beleza e Bem-estar,23,21,3388.0,147.3,NK,87
3,Saint Germain,Joalheria,4,4,3365.9,841.47,NK,88
3,L'Occitane en Provence,Beleza e Bem-estar,8,7,3308.4,413.55,NK,89
3,Usaflex,Calçados,8,8,3168.92,396.12,NK,90
3,Ótica Chroma,Ótica,2,2,3018.0,1509.0,NK,91
3,O Boticário,Beleza e Bem-estar,28,26,2938.28,104.94,NK,92
3,Pizza Hut,Gastronomia,42,35,2932.9,69.83,NK,93
3,Cabanas,Moda,8,8,2785.49,348.19,NK,94
3,Empório DUHomem,Moda,6,6,2740.2,456.7,NK,95
3,Crocs,Calçados,5,5,2650.0,530.0,NK,96
3,Zee Rucci,Moda Feminina,15,14,2624.54,174.97,NK,97
3,Orientali,Gastronomia,41,27,2611.31,63.69,NK,98
3,L'Occitane Au Brésil,Beleza e Bem-estar,16,15,2532.26,158.27,NK,99
3,Divino Fogão,Gastronomia,50,37,2471.47,49.43,NK,100
3,BioMundo Produtos Naturais,Beleza e Bem-estar,21,20,2397.23,114.15,NK,101
3,Subway,Gastronomia,47,30,2209.33,47.01,NK,102
3,GNC Cinemas,Lazer,40,32,2191.5,54.79,NK,103
3,Vialaser,Beleza e Bem-estar,3,3,2092.57,697.52,NK,104
3,Gelato Borelli,Gastronomia,46,32,1930.4,41.97,NK,105
3,Sinhá Benta Café,Gastronomia,25,19,1810.07,72.4,NK,106
3,Chiquinho Sorvetes,Gastronomia,74,53,1771.5,23.94,NK,107
3,Alison Salles Hair Stylist,Salão de Beleza | Barbearia,8,8,1738.2,217.28,NK,108
3,Rei Do Mate,Gastronomia,37,28,1711.1,46.25,NK,109
3,MB Acessórios,Presentes e Acessórios,16,14,1654.8,103.42,NK,110
3,Mr. Cheff,Gastronomia,17,5,1502.2,88.36,NK,111
3,Estação Choperia,Gastronomia,30,22,1491.8,49.73,NK,112
3,Portus Padaria Artesanal,Gastronomia,26,19,1468.2,56.47,NK,113
3,Chilli Beans,Ótica,6,6,1463.85,243.98,NK,114
3,Maze,Calçados,2,1,1189.86,594.93,NK,115
3,GrandVision by Fototica,Ótica,4,2,1134.9,283.73,NK,116
3,SmartCase,Eletrônicos,5,5,1048.8,209.76,NK,117
3,Pingu Brinquedos,Infantil,8,8,1017.2,127.15,NK,118
3,AJFans Neumarkt,Promocional,2,2,1000.0,500.0,NK,119
3,Unizushi,Gastronomia,3,3,871.2,290.4,NK,120
3,QÓculos,Ótica,3,3,583.43,194.48,NK,121
3,Camarão Express,Gastronomia,8,7,425.9,53.24,NK,122
3,Empório Sabores do Mundo,Gastronomia,6,5,272.0,45.33,NK,123
3,Milky Moo,Gastronomia,4,4,187.0,46.75,NK,124
3,Acium,Joalheria,1,1,119.0,119.0,NK,125
3,Crepefy,Gastronomia,3,3,115.95,38.65,NK,126
3,Mc Donald´s Quiosque 1,Fast Food,7,7,115.8,16.54,NK,127
3,McDonald´s Quiosque,Gastronomia,5,4,103.3,20.66,NK,128
3,LAtte Art Coffee Cafeteria,Gastronomia,2,2,40.0,20.0,NK,129
4,Sabor Brasileiro,Gastronomia,662,41,86224.3,130.25,NR,1
4,Atacadão,Supermercado,521,222,75121.82,144.19,NR,2
4,Havan,Casa e Decoração,283,194,73920.35,261.2,NR,3
4,Pittol,Calçados,127,92,33409.1,263.06,NR,4
4,Renner,Moda,135,112,31251.47,231.49,NR,5
4,Centauro,Esportes,59,51,27955.17,473.82,NR,6
4,Riachuelo,Moda,105,94,26123.68,248.8,NR,7
4,Cacau Show,Gastronomia,143,105,21879.22,153.0,NR,8
4,Magazine Luiza,Eletrodomésticos,15,13,21411.67,1427.44,NR,9
4,Samsung,Eletrônicos,2,1,19387.0,9693.5,NR,10
4,Lojas Americanas,Eletrodomésticos,213,167,18996.29,89.18,NR,11
4,Avatim,Beleza e Bem-estar,104,46,15656.5,150.54,NR,12
4,Idéli.oui,Beleza e Bem-estar,40,35,15585.98,389.65,NR,13
4,Empório DuHomem,Moda,23,7,13619.72,592.16,NR,14
4,Superlegal Brinquedos,Infantil,64,53,13505.69,211.03,NR,15
4,JCanedo,Moda,13,13,12718.96,978.38,NR,16
4,Cobasi,Pets,91,75,10651.69,117.05,NR,17
4,Burger King,Gastronomia,151,64,9981.66,66.1,NR,18
4,Livrarias Catarinense,Livrarias,77,68,9124.26,118.5,NR,19
4,Motorola,Telefonia,2,2,8348.0,4174.0,NR,20
4,Vivara,Joalheria,13,12,7773.0,597.92,NR,21
4,Hering,Moda,17,16,7747.64,455.74,NR,22
4,Casas Bahia,Eletrodomésticos,5,4,6994.2,1398.84,NR,23
4,Mc Donalds,Gastronomia,130,94,6841.71,52.63,NR,24
4,Arezzo,Calçados,15,10,6305.51,420.37,NR,25
4,Leo Cosméticos,Beleza e Bem-estar,77,69,6018.93,78.17,NR,26
4,Beagle,Moda,12,12,5402.75,450.23,NR,27
4,Mini Kalzone,Gastronomia,214,141,5185.5,24.23,NR,28
4,Panvel Farmácias,Farmácias,63,53,5130.02,81.43,NR,29
4,Paquetá,Esportes,20,16,4342.7,217.14,NR,30
4,World Tennis,Calçados,13,13,4295.0,330.38,NR,31
4,O Boticário,Beleza e Bem-estar,40,35,4081.07,102.03,NR,32
4,Toni Toys,Infantil,16,15,3848.76,240.55,NR,33
4,KFC,Fast Food,66,54,3692.8,55.95,NR,34
4,Bkko,Moda,6,5,3219.21,536.54,NR,35
4,Óticas Carol,Ótica,7,6,3208.36,458.34,NR,36
4,Polo Wear,Moda,18,17,3162.21,175.68,NR,37
4,Jcel Eletrônicos,Telefonia,1,1,2900.0,2900.0,NR,38
4,Mr. Cheff,Gastronomia,47,18,2593.27,55.18,NR,39
4,Pratafina,Presentes e Acessórios,14,14,2354.0,168.14,NR,40
4,Cia do Terno,Moda,7,6,2253.4,321.91,NR,41
4,Express Grill,Gastronomia,46,21,2181.96,47.43,NR,42
4,Divino Fogão,Gastronomia - Restaurante,39,21,2174.44,55.75,NR,43
4,Zamban Grill,Gastronomia,12,9,1958.86,163.24,NR,44
4,Cinépolis,Lazer,22,19,1882.0,85.55,NR,45
4,Kings Sneakers,Moda,2,2,1828.99,914.5,NR,46
4,La Dullie,Gastronomia,33,17,1780.0,53.94,NR,47
4,Natura,Beleza e Bem-estar,18,18,1699.8,94.43,NR,48
4,Subway,Gastronomia,27,23,1502.6,55.65,NR,49
4,A Fabulosa,Presentes e Acessórios,35,29,1329.46,37.98,NR,50
4,Game Mania,Eletrônicos,4,4,1248.8,312.2,NR,51
4,Milky Moo,Gastronomia,24,13,1234.1,51.42,NR,52
4,Chiquinho Sorvetes,Gastronomia - Sorvetes,40,30,1214.0,30.35,NR,53
4,ALLMINI,Presentes e Acessórios,13,11,1062.89,81.76,NR,54
4,Freddo Gelateria,Gastronomia - Sorvetes,21,17,992.88,47.28,NR,55
4,Feng Cheng,Gastronomia,13,10,975.67,75.05,NR,56
4,Bob's,Gastronomia,25,21,864.07,34.56,NR,57
4,Vialaser,Beleza e Bem-estar,1,1,853.97,853.97,NR,58
4,Estação Choperia,Gastronomia,17,9,826.41,48.61,NR,59
4,Boiko Joalheiros,Joalheria,3,1,775.0,258.33,NR,60
4,Sinhá Benta,Gastronomia,18,13,771.5,42.86,NR,61
4,The Family's Burger & Pizza,Gastronomia,6,4,363.4,60.57,NR,62
4,Senhora Farinha,Gastronomia,7,7,339.99,48.57,NR,63
4,Go Coffee,Gastronomia,4,4,254.5,63.62,NR,64
4,Norte Shopping - Estacionamento,Serviços,14,9,234.0,16.71,NR,65
4,Tech Smart,Eletrônicos,1,1,199.9,199.9,NR,66
4,Missbely,Presentes e Acessórios,2,2,134.8,67.4,NR,67
4,Celulares e Cia.,Eletrônicos,1,1,89.0,89.0,NR,68
4,Bob's (Quiosque 1),Gastronomia - Sorvetes,4,3,84.0,21.0,NR,69
4,TOUTI Blumenau,Beleza e Bem-estar,1,1,79.9,79.9,NR,70
4,Orientali,Gastronomia,1,1,79.73,79.73,NR,71
4,Bob's (Quiosque 2),Gastronomia - Sorvetes,2,2,36.0,18.0,NR,72
4,H'Cel,Eletrônicos,2,2,30.0,15.0,NR,73
4,Vivo,Telefonia,4,3,20.98,5.24,NR,74
4,Fun Case,Eletrônicos,1,1,20.0,20.0,NR,75
5,Renner,Moda,258,204,63043.23,244.35,GS,1
5,Riachuelo,Moda,178,150,44727.41,251.28,GS,2
5,C&A,Moda,145,115,35911.83,247.67,GS,3
5,Shoulder,Moda Feminina,24,20,30103.93,1254.33,GS,4
5,Centauro,Esportes,85,76,29314.21,344.87,GS,5
5,Beagle,Moda,59,34,28489.65,482.88,GS,6
5,Le Lis Blanc,Moda,21,18,25452.56,1212.03,GS,7
5,Levi's,Moda,34,32,23396.68,688.14,GS,8
5,Pittol,Calçados,75,65,21712.78,289.5,GS,9
5,Hering,Moda,67,61,21485.88,320.68,GS,10
5,Idéli Oui,Beleza e Bem-estar,46,35,20777.23,451.68,GS,11
5,Coliseu,Joalheria,17,7,20137.95,1184.59,GS,12
5,Vivo,Telefonia,17,5,17219.7,1012.92,GS,13
5,Outback Steakhouse,Gastronomia,66,47,13791.35,208.96,GS,14
5,Polo Wear,Moda,44,28,13010.28,295.69,GS,15
5,Lindt,Gastronomia,69,58,12730.59,184.5,GS,16
5,VIRUS 41,Calçados,18,16,12540.04,696.67,GS,17
5,Carter's,Infantil,25,25,12138.43,485.54,GS,18
5,Youcom,Moda,34,28,12013.42,353.34,GS,19
5,Makenji,Moda,20,20,11834.4,591.72,GS,20
5,Panvel Farmácias,Farmácias,104,80,11696.62,112.47,GS,21
5,Live!,Moda,16,15,11603.48,725.22,GS,22
5,Granado Phamácias,Farmácias,50,41,10942.43,218.85,GS,23
5,Dona Torta,Gastronomia,188,125,10902.68,57.99,GS,24
5,Cotton On,Moda,41,36,10551.27,257.35,GS,25
5,Livrarias Curitiba,Livrarias,114,100,10522.26,92.3,GS,26
5,Kalunga,Papelaria,117,97,10261.99,87.71,GS,27
5,Superlegal,Infantil,67,59,9910.16,147.91,GS,28
5,Farm,Moda Feminina,20,18,9783.8,489.19,GS,29
5,Arezzo,Calçados,14,14,9685.6,691.83,GS,30
5,Damyller,Moda,13,13,9275.0,713.46,GS,31
5,Chuá Brand,Moda,6,6,8879.39,1479.9,GS,32
5,Ri Happy,Infantil,51,38,8339.62,163.52,GS,33
5,Brooksfield,Moda,8,7,8322.92,1040.36,GS,34
5,Aramis Menswear,Moda,6,5,8057.8,1342.97,GS,35
5,Leo Cosméticos,Beleza e Bem-estar,126,110,7941.78,63.03,GS,36
5,Magazine Luiza,Eletrodomésticos,8,8,7445.84,930.73,GS,37
5,Pop Me,Moda,32,29,7364.1,230.13,GS,38
