shopping_id,cnpj,loja_nome,segmento,cupons,clientes,valor_total,shopping_sigla,participou
3,48911062000262,Democrata,Calçados,18,16,7887.65,NK,True
3,02509838000130,Laci Baruffi,Presentes e Acessórios,12,12,7785.45,NK,True
3,53262111000132,Kings Sneakers,Calçados,10,10,7696.76,NK,True
3,58891504012054,Kfc,Gastronomia,142,102,7636.57,NK,True
3,49961545006194,Paquetá,Esportes,24,18,7633.66,NK,True
3,44807560000128,Lupo,Moda,42,38,7601.1,NK,True
3,31723932000358,Kombina Felice,Gastronomia - Restaurante,34,27,7438.06,NK,True
3,29174375000150,Mini Kalzone,Gastronomia,298,164,6788.8,NK,True
3,35303139003619,LIVE!,Moda,16,16,6771.76,NK,True
3,32560217000576,Belshop,Beleza e Bem-estar,51,42,6703.07,NK,True
3,26240041000149,Feng Cheng,Gastronomia,85,63,6418.15,NK,True
3,02362017000386,Cavezzale,Presentes e Acessórios,16,15,6365.31,NK,True
3,24276833014106,Natura,Beleza e Bem-estar,52,49,6346.42,NK,True
3,56873368000119,Anjos Colchões & Sofás,Casa e Decoração,1,1,5899.0,NK,True
3,50906474000175,Café Cultura,Gastronomia,140,76,5844.45,NK,True
3,79855508000121,General Lyy,Moda,19,16,5567.72,NK,True
3,50624528000290,Mamma Mia Express,Gastronomia,87,60,5564.51,NK,True
3,34490657000104,Victor Hugo,Presentes e Acessórios,2,2,5561.99,NK,True
3,28659861000103,Authentic Feet,Moda,9,9,5440.41,NK,True
3,40432544007079,Claro,Telefonia,3,2,5236.0,NK,True
3,73365470000122,Due Sapori,Gastronomia,83,52,4862.88,NK,True
3,10872187000762,Ophicina Footwear,Moda,10,9,4782.36,NK,True
3,73846347000719,Daniela Tombini,Moda,12,7,4717.54,NK,True
3,02421421005776,TIM,Telefonia,1,1,4487.76,NK,True
3,46817768000153,World Tennis,Calçados,10,9,4257.63,NK,True
3,54098551000169,Freddo,Gastronomia,101,76,4218.0,NK,True
3,42904620000103,Tech Smart,Eletrônicos,14,14,4198.4,NK,True
3,13566271007678,Calzedonia,Moda Feminina,17,14,4031.55,NK,True
3,11377588000202,Burger King,Gastronomia,68,53,3879.95,NK,True
3,56985525000188,Reserva,Moda,8,8,3538.0,NK,True
3,60261851000110,WePink,Beleza e Bem-estar,23,21,3388.0,NK,True
3,59321504000237,Saint Germain,Joalheria,4,4,3365.9,NK,True
3,01512104024403,L'Occitane en Provence,Beleza e Bem-estar,8,7,3308.4,NK,True
3,52349729000171,Usaflex,Calçados,8,8,3168.92,NK,True
3,06231487000108,Ótica Chroma,Ótica,2,2,3018.0,NK,True
3,11137051003959,O Boticário,Beleza e Bem-estar,28,26,2938.28,NK,True
3,02876218000644,Pizza Hut,Gastronomia,42,35,2932.9,NK,True
3,03810127000164,Cabanas,Moda,8,8,2785.49,NK,True
3,34912793000641,Empório DUHomem,Moda,6,6,2740.2,NK,True
3,51400057000119,Crocs,Calçados,5,5,2650.0,NK,True
3,10212986000893,Zee Rucci,Moda Feminina,15,14,2624.54,NK,True
3,49650475000112,Orientali,Gastronomia,41,27,2611.31,NK,True
3,01512104024322,L'Occitane Au Brésil,Beleza e Bem-estar,16,15,2532.26,NK,True
3,29818438000163,Divino Fogão,Gastronomia,50,37,2471.47,NK,True
3,43249369000145,BioMundo Produtos Naturais,Beleza e Bem-estar,21,20,2397.23,NK,True
3,28644388000182,Subway,Gastronomia,47,30,2209.33,NK,True
3,94087921001230,GNC Cinemas,Lazer,40,32,2191.5,NK,True
3,14440687000786,Vialaser,Beleza e Bem-estar,3,3,2092.57,NK,True
3,55666017000174,Gelato Borelli,Gastronomia,46,32,1930.4,NK,True
3,49459141000166,Sinhá Benta Café,Gastronomia,25,19,1810.07,NK,True
3,30840705000188,Chiquinho Sorvetes,Gastronomia,74,53,1771.5,NK,True
3,35712245000126,Alison Salles Hair Stylist,Salão de Beleza | Barbearia,8,8,1738.2,NK,True
3,39714111000103,Rei Do Mate,Gastronomia,37,28,1711.1,NK,True
3,28760827000112,MB Acessórios,Presentes e Acessórios,16,14,1654.8,NK,True
3,62693522000173,Mr. Cheff,Gastronomia,17,5,1502.2,NK,True
3,44252808000131,Estação Choperia,Gastronomia,30,22,1491.8,NK,True
3,32865100000410,Portus Padaria Artesanal,Gastronomia,26,19,1468.2,NK,True
3,64437691000178,Chilli Beans,Ótica,6,6,1463.85,NK,True
3,07719288001501,Maze,Calçados,2,1,1189.86,NK,True
3,13257648014301,GrandVision,Ótica,4,2,1134.9,NK,True
3,37593691000275,Pingu Brinquedos,Infantil,8,8,1017.2,NK,True
3,00238977000141,AJFans Neumarkt,Promocional,2,2,1000.0,NK,True
3,33217311000590,Unizushi,Gastronomia,3,3,871.2,NK,True
3,57607058000115,SmartCase,Eletrônicos,3,3,638.9,NK,True
3,62589660000107,QÓculos,Ótica,3,3,583.43,NK,True
3,60061352000189,Camarão Express,Gastronomia,8,7,425.9,NK,True
3,57175087000155,SmartCase,Eletrônicos,2,2,409.9,NK,True
3,39566766000173,Empório Sabores do Mundo,Gastronomia,6,5,272.0,NK,True
3,52171467000106,Milky Moo,Gastronomia,4,4,187.0,NK,True
3,57987840000379,Acium,Joalheria,1,1,119.0,NK,True
3,63136882000137,Crepefy,Gastronomia,3,3,115.95,NK,True
3,42591651138170,Mc Donald´s Quiosque 1,Fast Food,7,7,115.8,NK,True
3,42591651138331,McDonald´s Quiosque,Gastronomia,5,4,103.3,NK,True
3,50248089000188,LAtte Art Coffee Cafeteria,Gastronomia,2,2,40.0,NK,True
3,50721523000103,Acuvue,Ótica,0,0,0.0,NK,False
3,44861803000106,Adcos,Beleza e Bem-estar,0,0,0.0,NK,False
3,65788814000188,B&C Balas,Outros,0,0,0.0,NK,False
3,51344227000195,BRANDO BIKE,Presentes e Acessórios,0,0,0.0,NK,False
3,07737623007950,Bodytech,Serviços,0,0,0.0,NK,False
3,01687411000674,Chuá,Moda,0,0,0.0,NK,False
3,08545793000136,Cvc Viagens,Serviços,0,0,0.0,NK,False
3,57341635000170,Don Barber,Beleza e Bem-estar,0,0,0.0,NK,False
3,08845676046260,Espaço Laser,Beleza e Bem-estar,0,0,0.0,NK,False
3,52758327000120,Estação BrinCar,Lazer,0,0,0.0,NK,False
3,02455036009656,Motorola,Telefonia,0,0,0.0,NK,False
3,46699390000130,O MUNDO DAS CAPAS,Telefonia,0,0,0.0,NK,False
3,06269953002856,Pegada,Calçados,0,0,0.0,NK,False
3,51012602000108,Prime Car Detailing,Serviços,0,0,0.0,NK,False
3,55582739000493,Shelf,Supermercado,0,0,0.0,NK,False
4,24823012000184,Sabor Brasileiro,Gastronomia,662,41,86224.3,NR,True
4,75315333021297,Atacadão,Supermercado,521,222,75121.82,NR,True
4,79379491002984,Havan,Casa e Decoração,283,194,73920.35,NR,True
4,83569624001204,Pittol,Calçados,127,92,33409.1,NR,True
4,92754738017995,Renner,Moda,135,112,31251.47,NR,True
4,06347409024501,Centauro,Esportes,59,51,27955.17,NR,True
4,33200056038111,Riachuelo,Moda,105,94,26123.68,NR,True
4,13267488000160,Cacau Show,Gastronomia,143,105,21879.22,NR,True
4,47960950059606,Magazine Luiza,Eletrodomésticos,15,13,21411.67,NR,True
4,02455036001914,Samsung,Eletrônicos,2,1,19387.0,NR,True
4,00776574158701,Lojas Americanas,Eletrodomésticos,213,167,18996.29,NR,True
4,56687419000118,Avatim,Beleza e Bem-estar,104,46,15656.5,NR,True
4,52493359000141,Idéli.oui,Beleza e Bem-estar,40,35,15585.98,NR,True
4,34912793000560,Empório DuHomem,Moda,23,7,13619.72,NR,True
4,03733595006466,Superlegal Brinquedos,Infantil,64,53,13505.69,NR,True
4,04657129002767,JCanedo,Moda,13,13,12718.96,NR,True
4,53153938009407,Cobasi,Pets,91,75,10651.69,NR,True
4,11377588000970,Burger King,Gastronomia,151,64,9981.66,NR,True
4,79065181003029,Livrarias Catarinense,Livrarias,77,68,9124.26,NR,True
4,02455036009575,Motorola,Telefonia,2,2,8348.0,NR,True
4,84453844051769,Vivara,Joalheria,13,12,7773.0,NR,True
4,30670630000304,Hering,Moda,17,16,7747.64,NR,True
4,33041260129361,Casas Bahia,Eletrodomésticos,5,4,6994.2,NR,True
4,42591651143173,Mc Donalds,Gastronomia,130,94,6841.71,NR,True
4,23400951000234,Arezzo,Calçados,15,10,6305.51,NR,True
4,08718972000802,Leo Cosméticos,Beleza e Bem-estar,77,69,6018.93,NR,True
4,01167639004620,Beagle,Moda,12,12,5402.75,NR,True
4,09554846000148,Mini Kalzone,Gastronomia,214,141,5185.5,NR,True
4,92665611072089,Panvel Farmácias,Farmácias,63,53,5130.02,NR,True
4,49961545006437,Paquetá,Esportes,20,16,4342.7,NR,True
4,57834082000197,World Tennis,Calçados,13,13,4295.0,NR,True
4,11137051009990,O Boticário,Beleza e Bem-estar,40,35,4081.07,NR,True
4,18704273002045,Toni Toys,Infantil,16,15,3848.76,NR,True
4,58891504011597,KFC,Fast Food,66,54,3692.8,NR,True
4,41598358000730,Bkko,Moda,6,5,3219.21,NR,True
4,54908050000109,Óticas Carol,Ótica,7,6,3208.36,NR,True
4,46708841018104,Polo Wear,Moda,18,17,3162.21,NR,True
4,60393739000132,Jcel Eletrônicos,Telefonia,1,1,2900.0,NR,True
4,31107087000124,Mr. Cheff,Gastronomia,47,18,2593.27,NR,True
4,15363701000405,Pratafina,Presentes e Acessórios,14,14,2354.0,NR,True
4,20758306013792,Cia do Terno,Moda,7,6,2253.4,NR,True
4,55529866000186,Express Grill,Gastronomia,46,21,2181.96,NR,True
4,59953255000111,Divino Fogão,Gastronomia - Restaurante,39,21,2174.44,NR,True
4,39418129000150,Zamban Grill,Gastronomia,12,9,1958.86,NR,True
4,09652820001104,Cinépolis,Lazer,22,19,1882.0,NR,True
4,53262112000187,Kings Sneakers,Moda,2,2,1828.99,NR,True
4,55865223000103,La Dullie,Gastronomia,33,17,1780.0,NR,True
4,52467777000164,Natura,Beleza e Bem-estar,18,18,1699.8,NR,True
4,52884877000196,Subway,Gastronomia,27,23,1502.6,NR,True
4,40988905000136,A Fabulosa,Presentes e Acessórios,35,29,1329.46,NR,True
4,17286194000136,Game Mania,Eletrônicos,4,4,1248.8,NR,True
4,57412729000192,Milky Moo,Gastronomia,24,13,1234.1,NR,True
4,25051026000190,Chiquinho Sorvetes,Gastronomia - Sorvetes,40,30,1214.0,NR,True
4,62051758000106,ALLMINI,Presentes e Acessórios,13,11,1062.89,NR,True
4,28192387000659,Freddo Gelateria,Gastronomia - Sorvetes,21,17,992.88,NR,True
4,46464595000137,Feng Cheng,Gastronomia,13,10,975.67,NR,True
4,48766590000194,Bob's,Gastronomia,25,21,864.07,NR,True
4,14440687001081,Vialaser,Beleza e Bem-estar,1,1,853.97,NR,True
4,30808673000133,Estação Choperia,Gastronomia,17,9,826.41,NR,True
4,27652384000183,Boiko Joalheiros,Joalheria,3,1,775.0,NR,True
4,33694235000180,Sinhá Benta,Gastronomia,18,13,771.5,NR,True
4,63113505000182,The Family's Burger & Pizza,Gastronomia,6,4,363.4,NR,True
4,55582739000221,Senhora Farinha,Gastronomia,7,7,339.99,NR,True
4,49995696000122,Go Coffee,Gastronomia,4,4,254.5,NR,True
4,11140451000221,Norte Shopping - Estacionamento,Serviços,14,9,234.0,NR,True
4,42904620000286,Tech Smart,Eletrônicos,1,1,199.9,NR,True
4,14477520000102,Missbely,Presentes e Acessórios,2,2,134.8,NR,True
4,36613143000116,Celulares e Cia.,Eletrônicos,1,1,89.0,NR,True
4,48767159000162,Bob's (Quiosque 1),Gastronomia - Sorvetes,4,3,84.0,NR,True
4,61268451000107,TOUTI Blumenau,Beleza e Bem-estar,1,1,79.9,NR,True
4,31428749000168,Bob's (Quiosque 2),Gastronomia - Sorvetes,2,2,36.0,NR,True
4,49491050000108,H'Cel,Eletrônicos,2,2,30.0,NR,True
4,00308055003855,Vivo,Telefonia,4,3,20.98,NR,True
4,34285263000106,Fun Case,Eletrônicos,1,1,20.0,NR,True
4,13345452000157,AJFans - Norte Shopping,Promocional,0,0,0.0,NR,False
4,57987840000298,Acium,Presentes e Acessórios,0,0,0.0,NR,False
4,31324392003517,Botoclinic,Beleza e Bem-estar,0,0,0.0,NR,False
4,54879562000186,Brando Bike,Outros,0,0,0.0,NR,False
4,56973880000137,Brasileirisse,Gastronomia,0,0,0.0,NR,False
4,76381169000443,CVC,Lazer,0,0,0.0,NR,False
4,51122965000198,CVC,Serviços,0,0,0.0,NR,False
4,28146213000145,Chilli Beans,Ótica,0,0,0.0,NR,False
4,40432544036508,Claro,Telefonia,0,0,0.0,NR,False
4,23681050000187,Estacionamento Norte Shopping,Não informado,0,0,0.0,NR,False
4,02455036009656,MOTOROLA,Telefonia,0,0,0.0,NR,False
4,51041779000124,Miss Make,Beleza e Bem-estar,0,0,0.0,NR,False
4,11023174016432,Pandora,Joalheria,0,0,0.0,NR,False
4,92665611000177,Panvel,Farmácias,0,0,0.0,NR,False
4,64127575000152,Sandaliaria Blumenau,Calçados,0,0,0.0,NR,False
4,08640305001494,Tim,Telefonia,0,0,0.0,NR,False
4,53600121000130,Wow Park,Lazer,0,0,0.0,NR,False
5,92754738015356,Renner,Moda,258,204,63043.23,GS,True
5,33200056038200,Riachuelo,Moda,178,150,44727.41,GS,True
5,45242914023490,C&A,Moda,145,115,35911.83,GS,True
5,43470566009650,Shoulder,Moda Feminina,24,20,30103.93,GS,True
5,06347409017998,Centauro,Esportes,85,76,29314.21,GS,True
5,01167639004035,Beagle,Moda,59,34,28489.65,GS,True
5,49669856008128,Le Lis Blanc,Moda,21,18,25452.56,GS,True
5,43351097003105,Levi's,Moda,34,32,23396.68,GS,True
5,83569624002871,Pittol,Calçados,75,65,21712.78,GS,True
5,78876950008822,Hering,Moda,67,61,21485.88,GS,True
5,46227794000121,Idéli Oui,Beleza e Bem-estar,46,35,20777.23,GS,True
5,88936323001880,Coliseu,Joalheria,17,7,20137.95,GS,True
5,00308055004827,Vivo,Telefonia,17,5,17219.7,GS,True
5,17261661016509,Outback Steakhouse,Gastronomia,66,47,13791.35,GS,True
5,46708841017043,Polo Wear,Moda,44,28,13010.28,GS,True
5,20702154007226,Lindt,Gastronomia,69,58,12730.59,GS,True
5,48812567000199,VIRUS 41,Calçados,18,16,12540.04,GS,True
5,33200056050243,Carter's,Infantil,25,25,12138.43,GS,True
5,17574231006819,Youcom,Moda,34,28,12013.42,GS,True
5,33141620001503,Makenji,Moda,20,20,11834.4,GS,True
5,92665611028691,Panvel Farmácias,Farmácias,104,80,11696.62,GS,True
5,35303139003457,Live!,Moda,16,15,11603.48,GS,True
5,08743025009810,Granado Phamácias,Farmácias,50,41,10942.43,GS,True
5,11123040000147,Dona Torta,Gastronomia,188,125,10902.68,GS,True
5,15425654003826,Cotton On,Moda,41,36,10551.27,GS,True
5,79065181002995,Livrarias Curitiba,Livrarias,114,100,10522.26,GS,True
5,43283811009025,Kalunga,Papelaria,117,97,10261.99,GS,True
5,03733595006032,Superlegal,Infantil,67,59,9910.16,GS,True
5,09611669015892,Farm,Moda Feminina,20,18,9783.8,GS,True
5,39530518000172,Arezzo,Calçados,14,14,9685.6,GS,True
5,83729004000809,Damyller,Moda,13,13,9275.0,GS,True
5,01687411000674,Chuá Brand,Moda,6,6,8879.39,GS,True
5,58731662017600,Ri Happy,Infantil,51,38,8339.62,GS,True
5,47100110010666,Brooksfield,Moda,8,7,8322.92,GS,True
5,54067511000150,Aramis Menswear,Moda,6,5,8057.8,GS,True
5,08718972001442,Leo Cosméticos,Beleza e Bem-estar,126,110,7941.78,GS,True
5,47960950124289,Magazine Luiza,Eletrodomésticos,8,8,7445.84,GS,True
5,26445944000751,Pop Me,Moda,32,29,7364.1,GS,True
5,47276353000182,Bagaggio,Presentes e Acessórios,13,12,7227.36,GS,True
5,26164216000186,General Lyy,Moda,19,13,7040.94,GS,True
5,13783221006590,Madero,Gastronomia,42,33,6852.38,GS,True
5,04657129001957,JCanedo,Moda,10,8,6498.34,GS,True
5,48911062000505,Democrata,Calçados,17,15,6448.1,GS,True
5,45524876000175,Plié,Moda,16,15,6385.94,GS,True
5,11406708000163,Mini Kalzone,Gastronomia,255,97,6132.6,GS,True
5,14700584000112,Track&Field,Moda,15,13,5938.1,GS,True
5,84453844044045,Life Vivara,Joalheria,10,10,5917.0,GS,True
5,46403431000108,Kings Sneakers,Moda,6,6,5838.44,GS,True
5,10967749001219,Luiza Barcelos,Calçados,4,4,5658.7,GS,True
5,60068895000128,World Tennis,Calçados,7,7,5476.95,GS,True
5,62435026000110,Anacapri,Calçados Femininos,23,22,5436.52,GS,True
5,16445053000156,Feng Cheng,Gastronomia,83,45,5277.4,GS,True
5,46410695000180,OJO Sol & Grau,Ótica,4,3,5170.0,GS,True
5,50857925000121,Audithorium,Moda,10,9,5051.46,GS,True
5,58066522000176,HOPE Moda íntima,Moda Feminina,19,18,4902.7,GS,True
5,05949641007113,Claro,Telefonia,1,1,4858.2,GS,True
5,55429541000202,Stanley,Presentes e Acessórios,11,11,4807.3,GS,True
5,52856984000100,Padrão,Moda,5,5,4665.8,GS,True
5,29735143000123,Wepink,Não informado,27,23,4663.96,GS,True
5,04416821000164,Pratafina,Presentes e Acessórios,25,16,4612.0,GS,True
5,43411775000243,Calvin Klein,Moda,6,6,4588.9,GS,True
5,08290847000160,Valenttina,Moda,37,28,4526.57,GS,True
5,36759335000135,Botoclinic,Beleza e Bem-estar,3,2,4497.0,GS,True
5,51940460000130,KFC,Gastronomia,83,53,4443.54,GS,True
5,57989880000198,Mamma Mia,Gastronomia,18,17,4371.3,GS,True
5,49961545006275,Paquetá Esportes,Esportes,18,14,3689.72,GS,True
5,59394900000103,LUZ DA LUA,Calçados,5,5,3491.1,GS,True
5,33977757000199,Lupo,Moda,13,13,3433.98,GS,True
5,39264947000307,O Boticário,Beleza e Bem-estar,43,35,3422.34,GS,True
5,49398040000122,Morana Acessórios,Presentes e Acessórios,20,18,3271.4,GS,True
5,44431520000205,Ótica Chilli Beans,Ótica,3,3,2970.97,GS,True
5,30296846000181,Reserva,Moda,8,8,2864.0,GS,True
5,45255246000223,Chilli Beans,Ótica,5,5,2849.82,GS,True
5,53671208000107,Kib´s,Kids,43,28,2808.46,GS,True
5,43199852000162,ADCOS,Beleza e Bem-estar,7,7,2730.46,GS,True
5,39400857000134,Grano Pasta Ristorante,Gastronomia,52,18,2711.6,GS,True
5,35307083000140,Montana Grill,Gastronomia,44,27,2545.26,GS,True
5,29100635000223,Bibi Calçados,Calçados,9,9,2536.77,GS,True
5,62800563000111,Criamigos,Presentes e Acessórios,10,7,2441.9,GS,True
5,06269953002775,Calçados Pegada,Calçados,3,3,2434.97,GS,True
5,94087921001825,Gnc Joinville Garten,Lazer,23,8,2389.5,GS,True
5,11377588000385,Burger King,Gastronomia,44,35,2352.59,GS,True
5,48843062000191,Café Cultura,Gastronomia,49,33,2061.05,GS,True
5,04405428003190,Inovathi Acessórios,Presentes e Acessórios,6,6,2029.71,GS,True
5,00391152000243,Purpurata,Presentes e Acessórios,11,11,2017.35,GS,True
5,45048678000182,Casa Bauducco,Gastronomia,29,27,1998.62,GS,True
5,05570154001880,.,Calçados,3,3,1979.96,GS,True
5,57705797000140,Griletto,Gastronomia - Restaurante,32,19,1835.13,GS,True
5,49237775000174,Natura,Beleza e Bem-estar,15,15,1825.1,GS,True
5,11817447000174,Subway,Gastronomia,41,27,1782.4,GS,True
5,60245324000111,Metroville Prime Grill,Gastronomia,37,22,1747.61,GS,True
5,52226880000112,NOHA SHOES,Calçados,4,4,1679.0,GS,True
5,20903782000267,Officina do Celular,Eletrônicos,5,4,1519.65,GS,True
5,56008268000124,CANTINA MATTERELLO RESTAURANTE E PASTELARIA,Gastronomia,37,21,1430.82,GS,True
5,16868517000137,Havaianas,Calçados,13,13,1403.77,GS,True
5,51203410000170,Crocs,Calçados,4,4,1355.0,GS,True
5,49745279000121,Swell Poke,Gastronomia,17,12,1074.85,GS,True
5,28129538000381,Tennis Place,Calçados,3,3,1039.98,GS,True
5,59321504000407,SAINT GERMAIN STORE,Joalheria,2,2,999.7,GS,True
5,59273485000130,Gelato Borelli,Gastronomia - Sorvetes,18,17,972.0,GS,True
5,48064130000114,Milky Moo,Gastronomia,21,5,927.3,GS,True
5,58157117000163,Jah Açaí Joinville,Gastronomia - Sorvetes,37,10,923.87,GS,True
5,11023174014731,Pandora,Joalheria,1,1,889.0,GS,True
5,45541792000140,Mundo Di Chocolate,Gastronomia,8,6,863.44,GS,True
5,61529598000103,Milon,Infantil,5,5,859.6,GS,True
5,55261114000187,Baummer Semijóias,Presentes e Acessórios,8,8,844.84,GS,True
5,60118590000183,Freddo,Gastronomia,20,18,801.8,GS,True
5,52254982000141,Shawarma Food Joinville,Gastronomia,12,9,666.1,GS,True
5,60365344000126,Piastrini Joinville - Optica Machota,Ótica e Joalheria,1,1,635.0,GS,True
5,03366550000389,Manly,Moda Feminina,4,4,612.62,GS,True
5,01512104028409,L'occitane Au Brasil,Beleza e Bem-estar,4,4,535.94,GS,True
5,57987840000107,Acium,Presentes e Acessórios,1,1,476.0,GS,True
5,61038361000111,Duplicado*,Moda,2,1,476.0,GS,True
5,55159247000490,Bull Prime Steak House,Gastronomia,2,2,422.0,GS,True
5,51233308000118,CAPA FINA,Telefonia,5,4,357.53,GS,True
5,05612076000272,Jack Simonéia Garten,Salão de Beleza | Barbearia,1,1,333.5,GS,True
5,02455036001833,Samsung,Eletrônicos,1,1,309.0,GS,True
5,53966834000112,TNG,Moda,1,1,299.98,GS,True
5,53372883000127,Chiquinho Sorvetes,Gastronomia - Sorvetes,13,13,297.5,GS,True
5,53943371000173,Wow Park,Infantil,1,1,140.0,GS,True
5,48133012000110,Fini,Gastronomia,8,6,129.53,GS,True
5,54329494000181,Tabacaria E Presentes Trevo,Serviços,1,1,89.9,GS,True
5,61818909000146,10 Pastéis Joinville,Gastronomia,0,0,0.0,GS,False
5,13334184000178,AJFans Garten,Promocional,0,0,0.0,GS,False
5,37101639000173,Arranjos Express,Serviços,0,0,0.0,GS,False
5,76535111003775,Bergerson,Joalheria,0,0,0.0,GS,False
5,55403656000147,Buddha SPA,Beleza e Bem-estar,0,0,0.0,GS,False
5,22349423000154,CVC,Serviços,0,0,0.0,GS,False
5,33654423000184,Cacau Show,Gastronomia,0,0,0.0,GS,False
5,09235275000340,Car Clinic,Lavação Automotiva,0,0,0.0,GS,False
5,33200056000149,Casa Riachuelo,Casa e Decoração,0,0,0.0,GS,False
5,24785296000161,Chaveiros Colin,Serviços,0,0,0.0,GS,False
5,59260861000151,Cia da Saúde,Outros,0,0,0.0,GS,False
5,27759269001427,Cidadania Já,Serviços,0,0,0.0,GS,False
5,63334706000100,Conecta Store,Eletrônicos,0,0,0.0,GS,False
5,39851186000128,Damay Cafeteria,Gastronomia,0,0,0.0,GS,False
5,54665649000150,Digital Duo,Eletrônicos,0,0,0.0,GS,False
5,52580104000540,Divert Park,Infantil,0,0,0.0,GS,False
5,39566766000173,Empório Sabores do Mundo,Gastronomia,0,0,0.0,GS,False
5,55171759000129,Fg Smart,Supermercado,0,0,0.0,GS,False
5,47682705000108,Fun Case,Telefonia,0,0,0.0,GS,False
5,34619209000150,Fun Photos,Lazer,0,0,0.0,GS,False
5,10257908000210,Garten Shopping - Estacionamento,Serviços,0,0,0.0,GS,False
5,24999384000166,Garten Shopping Estacionamento II,Serviços,0,0,0.0,GS,False
5,65056824000129,Giardino,Gastronomia,0,0,0.0,GS,False
5,47318667000109,Loterica Garten,Serviços,0,0,0.0,GS,False
5,07719288001412,Maze Skate,Moda,0,0,0.0,GS,False
5,52502883000131,Nutty Bavarian,Gastronomia,0,0,0.0,GS,False
5,10872187001149,Ophicina,Moda,0,0,0.0,GS,False
5,92665611000177,PANVEL,Farmácias,0,0,0.0,GS,False
5,27644793000138,Rochelli Calçados,Calçados,0,0,0.0,GS,False
5,40711275000158,St. Chicken,Gastronomia,0,0,0.0,GS,False
5,02421421007205,TIM,Telefonia,0,0,0.0,GS,False
5,31179881000183,Trem Bala,Gastronomia,0,0,0.0,GS,False
5,22873513000140,Uplay Fitness,Serviços,0,0,0.0,GS,False
5,50190098000165,Óticas Via Visão,Ótica,0,0,0.0,GS,False
6,92754738036191,Renner,Moda,245,197,73777.5,NS,True
6,21541611000117,Colcci,Moda,34,16,45817.85,NS,True
6,34134052000172,Las Leñas Parrilla Uruguaya,Gastronomia,150,11,42083.3,NS,True
6,02455036003534,Samsung,Eletrônicos,16,5,41321.5,NS,True
6,84453844035305,Vivara,Joalheria,13,10,35843.71,NS,True
6,45242914041987,C&A,Moda,137,111,35738.75,NS,True
6,06347409034221,Centauro,Esportes,93,67,34913.56,NS,True
6,33200056044359,Riachuelo,Moda,119,104,28827.71,NS,True
6,75400218002500,Cassol Centerlar,Casa e Decoração,55,41,23298.53,NS,True
6,24917980000150,Luz da Lua,Calçados Femininos,20,19,20571.4,NS,True
6,05895565000106,Tokaia,Moda,5,4,17218.0,NS,True
6,53153938013943,Cobasi,Pets,114,82,16061.37,NS,True
6,52435899000179,Dudalina,Moda,14,12,13915.8,NS,True
6,34912793000307,Empório Du Homem,Moda,6,5,12530.08,NS,True
6,41598358000307,Békko,Moda,13,13,11880.5,NS,True
6,62205425000194,Aramis,Moda,11,9,11504.71,NS,True
6,58094796000179,Cacau Show,Gastronomia,68,53,10746.09,NS,True
6,83569624001719,Pittol,Calçados,46,40,10472.09,NS,True
6,79065181004009,Livraria Catarinense,Livrarias,97,87,9284.06,NS,True
6,35303139003538,Live!,Moda,10,9,9130.52,NS,True
6,17574231006657,Youcom,Moda,30,28,9101.98,NS,True
6,54530997000110,Fátima Esportes,Esportes,18,16,8956.0,NS,True
6,30782886000133,Arezzo,Calçados,14,13,8337.54,NS,True
6,50691031000295,Acuo,Moda,21,18,7780.94,NS,True
6,01167639006402,Beagle,Moda,17,15,7513.43,NS,True
6,47276532000110,Bagaggio,Presentes e Acessórios,11,11,7482.23,NS,True
6,72305295001278,Ritmi Studio,Moda Feminina,26,26,7228.4,NS,True
6,92665611044387,Panvel Farmácias,Farmácias,56,45,7149.33,NS,True
6,52744974000183,Hope Nacoes Shopping,Outros,24,21,7074.0,NS,True
6,83729004014869,Damyller,Moda,4,4,7000.0,NS,True
6,58909981000174,Kopenhagen,Não informado,58,53,6911.06,NS,True
6,47582836000105,Reserva Nacoes Shopping,Moda,8,8,6767.0,NS,True
6,79653119001004,Lança Perfume,Moda,4,3,6747.3,NS,True
6,30262219000120,Fátima Criança,Infantil,31,27,6566.69,NS,True
6,35146704000151,Avatim,Beleza e Bem-estar,40,35,6367.5,NS,True
6,32560217000223,BelShop,Beleza e Bem-estar,42,35,6222.12,NS,True
6,03002339014507,Camicado,Casa e Decoração,27,21,6201.35,NS,True
6,33453183000150,Strutura,Moda,19,11,6147.5,NS,True
6,13257648014301,GrandVision by Fototica,Ótica,4,4,5962.75,NS,True
6,51321247000140,Kings,Moda,8,5,5712.32,NS,True
6,39875207000145,Calvin Klein e Tommy Hilfiger,Moda,6,5,4781.0,NS,True
6,10713910000175,Lupo,Moda,26,24,4714.05,NS,True
6,35235219000154,Camarão Express,Gastronomia,53,41,4677.12,NS,True
6,13257648014220,Grandvision By Fototica,Gastronomia - Restaurante,3,2,4435.0,NS,True
6,60491000000163,Wepink,Beleza e Bem-estar,33,27,4208.6,NS,True
6,61654310000114,Crocs,Calçados,12,12,4007.67,NS,True
6,25391813000180,Santo Boteco,Gastronomia,36,22,3928.22,NS,True
6,10872187000843,Ophicina Foot Wear,Não informado,4,4,3598.98,NS,True
6,24149753000121,Mini Kalzone,Gastronomia,156,100,3500.7,NS,True
6,63075248000131,Royal Trudel,Gastronomia,54,32,3419.89,NS,True
